"variable_id","year","source_id","coverage_status","format","granularity","definition_break","revision_status","notes"
"cge_public_accounts","2008","DGO_CGE_ARCHIVE","observed","pdf_or_html_catalogue","annual_public_accounts","none","not_extracted","DGO CGE catalogue provides official account route; extraction still required."
"cge_public_accounts","2009","DGO_CGE_ARCHIVE","observed","pdf_or_html_catalogue","annual_public_accounts","none","not_extracted","DGO CGE catalogue provides official account route; extraction still required."
"cge_public_accounts","2010","DGO_CGE_ARCHIVE","observed","pdf_or_html_catalogue","annual_public_accounts","none","not_extracted","DGO CGE catalogue provides official account route; extraction still required."
"cge_public_accounts","2011","DGO_CGE_ARCHIVE","observed","pdf_or_html_catalogue","annual_public_accounts","none","not_extracted","DGO CGE catalogue provides official account route; extraction still required."
"cge_public_accounts","2012","DGO_CGE_ARCHIVE","observed","pdf_or_html_catalogue","annual_public_accounts","none","not_extracted","DGO CGE catalogue provides official account route; extraction still required."
"cge_public_accounts","2013","DGO_CGE_ARCHIVE","observed","pdf_or_html_catalogue","annual_public_accounts","none","not_extracted","DGO CGE catalogue provides official account route; extraction still required."
"cge_public_accounts","2014","DGO_CGE_ARCHIVE","observed","pdf_or_html_catalogue","annual_public_accounts","none","not_extracted","DGO CGE catalogue provides official account route; extraction still required."
"cge_public_accounts","2015","DGO_CGE_ARCHIVE","observed","pdf_or_html_catalogue","annual_public_accounts","none","not_extracted","DGO CGE catalogue provides official account route; extraction still required."
"cge_public_accounts","2016","DGO_CGE_ARCHIVE","observed","pdf_or_html_catalogue","annual_public_accounts","none","not_extracted","DGO CGE catalogue provides official account route; extraction still required."
"cge_public_accounts","2017","DGO_CGE_ARCHIVE","observed","pdf_or_html_catalogue","annual_public_accounts","none","not_extracted","DGO CGE catalogue provides official account route; extraction still required."
"cge_public_accounts","2018","DGO_CGE_ARCHIVE","observed","pdf_or_html_catalogue","annual_public_accounts","none","not_extracted","DGO CGE catalogue provides official account route; extraction still required."
"cge_public_accounts","2019","DGO_CGE_ARCHIVE","observed","pdf_or_html_catalogue","annual_public_accounts","none","not_extracted","DGO CGE catalogue provides official account route; extraction still required."
"cge_public_accounts","2020","DGO_CGE_ARCHIVE","observed","pdf_or_html_catalogue","annual_public_accounts","none","not_extracted","DGO CGE catalogue provides official account route; extraction still required."
"cge_public_accounts","2021","DGO_CGE_ARCHIVE","observed","pdf_or_html_catalogue","annual_public_accounts","none","not_extracted","DGO CGE catalogue provides official account route; extraction still required."
"cge_public_accounts","2022","DGO_CGE_ARCHIVE","observed","pdf_or_html_catalogue","annual_public_accounts","none","not_extracted","DGO CGE catalogue provides official account route; extraction still required."
"cge_public_accounts","2023","DGO_CGE_ARCHIVE","observed","pdf_or_html_catalogue","annual_public_accounts","none","not_extracted","DGO CGE catalogue provides official account route; extraction still required."
"cge_public_accounts","2024","DGO_CGE_ARCHIVE","observed","pdf_or_html_catalogue","annual_public_accounts","none","not_extracted","DGO CGE catalogue provides official account route; extraction still required."
"cge_public_accounts","2025","DGO_CGE_ARCHIVE","observed","pdf_or_html_catalogue","annual_public_accounts","none","not_extracted","DGO CGE catalogue provides official account route; extraction still required."
"state_budget_documents","1977","none","unavailable","not_located","annual","none","not_assessed","Modern DGO budget archive located in this pass starts in 1996; older official budget route remains to be located."
"state_budget_documents","1978","none","unavailable","not_located","annual","none","not_assessed","Modern DGO budget archive located in this pass starts in 1996; older official budget route remains to be located."
"state_budget_documents","1979","none","unavailable","not_located","annual","none","not_assessed","Modern DGO budget archive located in this pass starts in 1996; older official budget route remains to be located."
"state_budget_documents","1980","none","unavailable","not_located","annual","none","not_assessed","Modern DGO budget archive located in this pass starts in 1996; older official budget route remains to be located."
"state_budget_documents","1981","none","unavailable","not_located","annual","none","not_assessed","Modern DGO budget archive located in this pass starts in 1996; older official budget route remains to be located."
"state_budget_documents","1982","none","unavailable","not_located","annual","none","not_assessed","Modern DGO budget archive located in this pass starts in 1996; older official budget route remains to be located."
"state_budget_documents","1983","none","unavailable","not_located","annual","none","not_assessed","Modern DGO budget archive located in this pass starts in 1996; older official budget route remains to be located."
"state_budget_documents","1984","none","unavailable","not_located","annual","none","not_assessed","Modern DGO budget archive located in this pass starts in 1996; older official budget route remains to be located."
"state_budget_documents","1985","none","unavailable","not_located","annual","none","not_assessed","Modern DGO budget archive located in this pass starts in 1996; older official budget route remains to be located."
"state_budget_documents","1986","none","unavailable","not_located","annual","none","not_assessed","Modern DGO budget archive located in this pass starts in 1996; older official budget route remains to be located."
"state_budget_documents","1987","none","unavailable","not_located","annual","none","not_assessed","Modern DGO budget archive located in this pass starts in 1996; older official budget route remains to be located."
"state_budget_documents","1988","none","unavailable","not_located","annual","none","not_assessed","Modern DGO budget archive located in this pass starts in 1996; older official budget route remains to be located."
"state_budget_documents","1989","none","unavailable","not_located","annual","none","not_assessed","Modern DGO budget archive located in this pass starts in 1996; older official budget route remains to be located."
"state_budget_documents","1990","none","unavailable","not_located","annual","none","not_assessed","Modern DGO budget archive located in this pass starts in 1996; older official budget route remains to be located."
"state_budget_documents","1991","none","unavailable","not_located","annual","none","not_assessed","Modern DGO budget archive located in this pass starts in 1996; older official budget route remains to be located."
"state_budget_documents","1992","none","unavailable","not_located","annual","none","not_assessed","Modern DGO budget archive located in this pass starts in 1996; older official budget route remains to be located."
"state_budget_documents","1993","none","unavailable","not_located","annual","none","not_assessed","Modern DGO budget archive located in this pass starts in 1996; older official budget route remains to be located."
"state_budget_documents","1994","none","unavailable","not_located","annual","none","not_assessed","Modern DGO budget archive located in this pass starts in 1996; older official budget route remains to be located."
"state_budget_documents","1995","none","unavailable","not_located","annual","none","not_assessed","Modern DGO budget archive located in this pass starts in 1996; older official budget route remains to be located."
"state_budget_documents","1996","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","1997","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","1998","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","1999","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2000","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2001","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2002","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2003","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2004","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2005","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2006","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2007","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2008","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2009","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2010","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2011","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2012","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2013","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2014","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2015","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2016","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2017","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2018","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2019","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2020","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2021","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2022","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2023","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2024","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"state_budget_documents","2025","DGO_OE_ARCHIVE","observed","pdf_or_html_catalogue","annual_budget_documents","none","not_extracted","DGO budget archive route located for reports proposal law and maps since 1996."
"cga_reports_accounts","1977","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","1978","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","1979","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","1980","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","1981","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","1982","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","1983","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","1984","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","1985","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","1986","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","1987","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","1988","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","1989","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","1990","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","1991","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","1992","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","1993","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","1994","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","1995","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","1996","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","1997","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","1998","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","1999","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","2000","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","2001","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_reports_accounts","2002","CGA_ANNUAL_REPORTS_ARCHIVE","observed","pdf_catalogue","annual_cga_accounts","none","not_extracted","CGA annual report and accounts archive route located; year-level files still need acquisition and hashing."
"cga_reports_accounts","2003","CGA_ANNUAL_REPORTS_ARCHIVE","observed","pdf_catalogue","annual_cga_accounts","none","not_extracted","CGA annual report and accounts archive route located; year-level files still need acquisition and hashing."
"cga_reports_accounts","2004","CGA_ANNUAL_REPORTS_ARCHIVE","observed","pdf_catalogue","annual_cga_accounts","none","not_extracted","CGA annual report and accounts archive route located; year-level files still need acquisition and hashing."
"cga_reports_accounts","2005","CGA_ANNUAL_REPORTS_ARCHIVE","observed","pdf_catalogue","annual_cga_accounts","none","not_extracted","CGA annual report and accounts archive route located; year-level files still need acquisition and hashing."
"cga_reports_accounts","2006","CGA_ANNUAL_REPORTS_ARCHIVE","observed","pdf_catalogue","annual_cga_accounts","none","not_extracted","CGA annual report and accounts archive route located; year-level files still need acquisition and hashing."
"cga_reports_accounts","2007","CGA_ANNUAL_REPORTS_ARCHIVE","observed","pdf_catalogue","annual_cga_accounts","none","not_extracted","CGA annual report and accounts archive route located; year-level files still need acquisition and hashing."
"cga_reports_accounts","2008","CGA_ANNUAL_REPORTS_ARCHIVE","observed","pdf_catalogue","annual_cga_accounts","none","not_extracted","CGA annual report and accounts archive route located; year-level files still need acquisition and hashing."
"cga_reports_accounts","2009","CGA_ANNUAL_REPORTS_ARCHIVE","observed","pdf_catalogue","annual_cga_accounts","none","not_extracted","CGA annual report and accounts archive route located; year-level files still need acquisition and hashing."
"cga_reports_accounts","2010","CGA_ANNUAL_REPORTS_ARCHIVE","observed","pdf_catalogue","annual_cga_accounts","none","not_extracted","CGA annual report and accounts archive route located; year-level files still need acquisition and hashing."
"cga_reports_accounts","2011","DGO_CGE_2011;CGA_REPORT_2011","observed","pdf_acquired","annual_cga_accounts","none","partial_extraction","CGA 2011 report and accounts PDF acquired and hashed; selected financial-account values extracted and combined with existing CGE balance fields, full component bridge remains incomplete."
"cga_reports_accounts","2012","CGA_REPORT_2012","observed","pdf_acquired","annual_cga_accounts","none","partial_extraction","CGA 2012 report and accounts PDF acquired and hashed; selected financial-account values extracted, full component bridge remains incomplete."
"cga_reports_accounts","2013","CGA_REPORT_2013","observed","pdf_acquired","annual_cga_accounts","none","partial_extraction","CGA 2013 report and accounts PDF acquired and hashed; selected financial-account values extracted, full component bridge remains incomplete."
"cga_reports_accounts","2014","CGA_REPORT_2014","observed","pdf_acquired","annual_cga_accounts","none","partial_extraction","CGA 2014 report and accounts PDF acquired and hashed; selected financial-account values extracted, full component bridge remains incomplete."
"cga_reports_accounts","2015","CGA_REPORT_2015","observed","pdf_acquired","annual_cga_accounts","none","partial_extraction","CGA 2015 report and accounts PDF acquired and hashed; selected financial-account values extracted, full component bridge remains incomplete."
"cga_reports_accounts","2016","CGA_REPORT_2016","observed","pdf_acquired","annual_cga_accounts","none","partial_extraction","CGA 2016 report and accounts PDF acquired and hashed; selected financial-account values extracted, full component bridge remains incomplete."
"cga_reports_accounts","2017","CGA_REPORT_2017","observed","pdf_acquired","annual_cga_accounts","none","partial_extraction","CGA 2017 report and accounts PDF acquired and hashed; selected financial-account values extracted, full component bridge remains incomplete."
"cga_reports_accounts","2018","CGA_REPORT_2018","observed","pdf_acquired","annual_cga_accounts","none","partial_extraction","CGA 2018 report and accounts PDF acquired and hashed; selected financial-account values extracted, full component bridge remains incomplete."
"cga_reports_accounts","2019","CGA_REPORT_2019","observed","pdf_acquired","annual_cga_accounts","none","partial_extraction","CGA 2019 report and accounts PDF acquired and hashed; selected financial-account values extracted, full component bridge remains incomplete."
"cga_reports_accounts","2020","CGA_REPORT_2020","observed","pdf_acquired","annual_cga_accounts","none","partial_extraction","CGA 2020 report and accounts PDF acquired and hashed; selected financial-account values extracted, full component bridge remains incomplete."
"cga_reports_accounts","2021","CGA_REPORT_2021","observed","pdf_acquired","annual_cga_accounts","none","partial_extraction","CGA 2021 report and accounts PDF acquired and hashed; selected financial-account values extracted, full component bridge remains incomplete."
"cga_reports_accounts","2022","CGA_REPORT_2022","observed","pdf_acquired","annual_cga_accounts","none","partial_extraction","CGA 2022 report and accounts PDF acquired and hashed; selected financial-account values extracted, full component bridge remains incomplete."
"cga_reports_accounts","2023","CGA_REPORT_2023","observed","pdf_acquired","annual_cga_accounts","none","partial_extraction","CGA 2023 report and accounts PDF acquired and hashed; selected financial-account values extracted, full component bridge remains incomplete."
"cga_reports_accounts","2024","CGA_REPORT_2024","observed","pdf_acquired","annual_cga_accounts","none","partial_extraction","CGA 2024 report and accounts PDF acquired and hashed; selected financial-account values extracted, full component bridge remains incomplete."
"cga_reports_accounts","2025","none","unavailable","not_located","annual","none","not_assessed","No official CGA annual account file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1977","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1978","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1979","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1980","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1981","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1982","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1983","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1984","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1985","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1986","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1987","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1988","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1989","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1990","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1991","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1992","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1993","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1994","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1995","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1996","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1997","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1998","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","1999","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","2000","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","2001","none","unavailable","not_located","annual","none","not_assessed","No official CGA statistical report file located in bounded pass for this year."
"cga_subscriber_pensioner_counts","2002","CGA_ANNUAL_REPORTS_ARCHIVE","observed","pdf_catalogue","annual_cga_statistics","none","not_extracted","CGA report route includes statistical information on users; extraction still required."
"cga_subscriber_pensioner_counts","2003","CGA_ANNUAL_REPORTS_ARCHIVE","observed","pdf_catalogue","annual_cga_statistics","none","not_extracted","CGA report route includes statistical information on users; extraction still required."
"cga_subscriber_pensioner_counts","2004","CGA_ANNUAL_REPORTS_ARCHIVE","observed","pdf_catalogue","annual_cga_statistics","none","not_extracted","CGA report route includes statistical information on users; extraction still required."
"cga_subscriber_pensioner_counts","2005","CGA_ANNUAL_REPORTS_ARCHIVE","observed","pdf_catalogue","annual_cga_statistics","none","not_extracted","CGA report route includes statistical information on users; extraction still required."
